Player,Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
Federer,20‑Jun‑2005,Wimbledon,Grass,R16,1,31,(1)Federer d. (23)Juan Carlos Ferrero [ESP],6-3 6-4 7-6(6),(ch),1.3,11.80%,1.00%,65.70%,79.10%,54.30%,2/3,2:15
Federer,20‑Jun‑2005,Wimbledon,Grass,R32,1,26,(1)Federer d. (25)Nicolas Kiefer [GER],6-2 6-7(5) 6-1 7-5,,1.37,12.20%,3.50%,70.40%,71.60%,64.70%,2/4,2:35
Federer,20‑Jun‑2005,Wimbledon,Grass,R64,1,99,(1)Federer d. Ivo Minar [CZE],6-4 6-4 6-1,(ch),2.27,13.90%,1.40%,75.00%,85.20%,66.70%,2/2,1:22
Federer,20‑Jun‑2005,Wimbledon,Grass,R128,1,58,(1)Federer d. Paul Henri Mathieu [FRA],6-4 6-2 6-4,,1.83,25.00%,1.40%,70.80%,84.30%,57.10%,1/2,1:50
Federer,23‑May‑2005,Roland Garros,Clay,SF,1,5,(4)Rafael Nadal [ESP] d. (1)Federer,6-3 4-6 6-4 6-3,(ch),0.9,2.50%,4.20%,62.20%,63.50%,37.80%,4/13,2:47
Federer,23‑May‑2005,Roland Garros,Clay,QF,1,90,(1)Federer d. Victor Hanescu [ROU],6-2 7-6(3) 6-3,(ch),1.44,7.60%,7.60%,46.70%,81.40%,57.10%,1/3,2:04
Federer,23‑May‑2005,Roland Garros,Clay,R16,1,15,(1)Federer d. (14)Carlos Moya [ESP],6-1 6-4 6-3,,1.46,2.60%,2.60%,57.10%,68.20%,66.70%,1/2,1:42
Federer,23‑May‑2005,Roland Garros,Clay,R32,1,26,(1)Federer d. (25)Fernando Gonzalez [CHI],7-6(9) 7-5 6-2,,1.54,11.50%,1.00%,65.60%,77.80%,66.70%,1/3,2:10
Federer,23‑May‑2005,Roland Garros,Clay,R64,1,76,(1)Federer d. Nicolas Almagro [ESP],6-3 7-6(0) 6-2,,1.64,6.80%,3.40%,60.20%,81.10%,62.90%,1/2,1:47
Federer,23‑May‑2005,Roland Garros,Clay,R128,1,264,(1)Federer d. (Q)Dudi Sela [ISR],6-1 6-4 6-0,,1.59,2.70%,6.70%,62.70%,70.20%,50.00%,4/6,1:29
Federer,17‑Jan‑2005,Australian Open,Hard,SF,1,4,(4)Marat Safin [RUS] d. (1)Federer,5-7 6-4 5-7 7-6(6) 9-7,(ch),1.11,11.70%,4.30%,56.90%,82.20%,50.60%,9/13,4:28
Federer,17‑Jan‑2005,Australian Open,Hard,QF,1,8,(1)Federer d. (8)Andre Agassi [USA],6-3 6-4 6-4,(ch),1.25,22.20%,4.00%,65.70%,76.90%,61.80%,4/4,1:39
Federer,17‑Jan‑2005,Australian Open,Hard,R16,1,155,(1)Federer d. (Q)Marcos Baghdatis [CYP],6-2 6-2 7-6(4),,1.85,11.50%,0.00%,60.30%,85.10%,64.50%,0/1,1:43
Federer,17‑Jan‑2005,Australian Open,Hard,R32,1,87,(1)Federer d. Jarkko Nieminen [FIN],6-3 5-2 RET,,1.51,4.10%,2.00%,71.40%,65.70%,57.10%,3/5,0:57
Federer,17‑Jan‑2005,Australian Open,Hard,R64,1,203,(1)Federer d. (Q)Takao Suzuki [JPN],6-3 6-4 6-4,,1.64,8.30%,0.00%,70.20%,76.30%,68.00%,3/4,1:53
Federer,17‑Jan‑2005,Australian Open,Hard,R128,1,49,(1)Federer d. Fabrice Santoro [FRA],6-1 6-1 6-2,(ch),1.8,5.90%,1.50%,60.30%,80.50%,55.60%,6/6,1:34
Federer,30‑Aug‑2004,US Open,Hard,F,1,5,(1)Federer d. (4)Lleyton Hewitt [AUS],6-0 7-6(3) 6-0,(ch),1.64,12.40%,1.10%,55.10%,77.60%,55.00%,5/6,1:49
Federer,30‑Aug‑2004,US Open,Hard,SF,1,6,(1)Federer d. (5)Tim Henman [GBR],6-3 6-4 6-4,(ch),1.32,8.30%,2.40%,63.10%,75.50%,64.50%,2/4,1:44
Federer,30‑Aug‑2004,US Open,Hard,QF,1,7,(1)Federer d. (6)Andre Agassi [USA],6-3 2-6 7-5 3-6 6-3,(ch),0.91,10.10%,5.70%,63.90%,74.30%,47.40%,6/9,3:00
Federer,30‑Aug‑2004,US Open,Hard,R16,1,18,(1)Federer d. (16)Andrei Pavel [ROU],W/O,,,,,,,,,
Federer,30‑Aug‑2004,US Open,Hard,R32,1,34,(1)Federer d. (31)Fabrice Santoro [FRA],6-0 6-4 7-6(7),,1.36,10.40%,2.10%,61.50%,78.00%,56.80%,1/1,2:03
Federer,30‑Aug‑2004,US Open,Hard,R64,1,240,(1)Federer d. (Q)Marcos Baghdatis [CYP],6-2 6-7(4) 6-3 6-1,,1.69,7.70%,4.80%,58.70%,82.00%,58.10%,2/4,2:04
Federer,30‑Aug‑2004,US Open,Hard,R128,1,44,(1)Federer d. Albert Costa [ESP],7-5 6-2 6-4,,1.57,15.10%,6.80%,67.10%,79.60%,45.80%,0/3,2:00
Federer,21‑Jun‑2004,Wimbledon,Grass,F,1,2,(1)Federer d. (2)Andy Roddick [USA],4-6 7-5 7-6(3) 6-4,(ch),1.08,7.80%,1.90%,61.70%,67.40%,57.60%,10/14,2:31
Federer,21‑Jun‑2004,Wimbledon,Grass,SF,1,13,(1)Federer d. (10)Sebastien Grosjean [FRA],6-2 6-3 7-6(6),(ch),1.43,6.60%,3.30%,59.30%,75.90%,54.10%,1/2,2:00
Federer,21‑Jun‑2004,Wimbledon,Grass,QF,1,10,(1)Federer d. (7)Lleyton Hewitt [AUS],6-1 6-7(1) 6-0 6-4,(ch),1.17,15.20%,0.00%,57.60%,70.80%,56.60%,10/11,2:20
Federer,21‑Jun‑2004,Wimbledon,Grass,R16,1,62,(1)Federer d. Ivo Karlovic [CRO],6-3 7-6(3) 7-6(5),(ch),1.64,6.30%,1.00%,75.00%,81.90%,83.30%,2/2,1:50
Federer,21‑Jun‑2004,Wimbledon,Grass,R32,1,123,(1)Federer d. Thomas Johansson [SWE],6-3 6-4 6-3,,1.6,13.80%,2.50%,66.30%,79.20%,66.70%,2/2,1:38
Federer,21‑Jun‑2004,Wimbledon,Grass,R64,1,138,(1)Federer d. (Q)Alejandro Falla [COL],6-1 6-2 6-0,,2.74,10.50%,1.80%,75.40%,83.70%,64.30%,0/0,0:54
Federer,21‑Jun‑2004,Wimbledon,Grass,R128,1,295,(1)Federer d. (WC)Alex Bogdanovic [GBR],6-3 6-3 6-0,(ch),2.35,9.40%,6.30%,67.20%,86.00%,66.70%,2/2,1:20
Federer,24‑May‑2004,Roland Garros,Clay,R32,1,30,(28)Gustavo Kuerten [BRA] d. (1)Federer,6-4 6-4 6-4,(ch),0.82,10.50%,2.10%,63.20%,68.30%,48.60%,8/12,2:04
Federer,24‑May‑2004,Roland Garros,Clay,R64,1,34,(1)Federer d. Nicolas Kiefer [GER],6-3 6-4 7-6(6),,1.13,4.00%,9.50%,53.20%,79.10%,39.00%,12/15,2:31
Federer,24‑May‑2004,Roland Garros,Clay,R128,1,110,(1)Federer d. (LL)Kristof Vliegen [BEL],6-1 6-2 6-1,,2.85,7.40%,1.90%,61.10%,87.90%,71.40%,0/0,1:16
Federer,19‑Jan‑2004,Australian Open,Hard,F,2,86,(2)Federer d. Marat Safin [RUS],7-6(3) 6-4 6-2,(ch),1.39,8.90%,2.20%,53.30%,75.00%,59.50%,1/3,2:15
Federer,19‑Jan‑2004,Australian Open,Hard,SF,2,3,(2)Federer d. (3)Juan Carlos Ferrero [ESP],6-4 6-1 6-4,(ch),1.42,13.30%,1.20%,72.30%,83.30%,43.50%,4/4,1:29
Federer,19‑Jan‑2004,Australian Open,Hard,QF,2,8,(2)Federer d. (8)David Nalbandian [ARG],7-5 6-4 5-7 6-3,(ch),1.03,15.70%,2.40%,59.80%,82.90%,43.10%,8/11,2:41
Federer,19‑Jan‑2004,Australian Open,Hard,R16,2,11,(2)Federer d. (15)Lleyton Hewitt [AUS],4-6 6-3 6-0 6-4,(ch),1.19,12.00%,3.40%,59.00%,73.90%,56.30%,6/7,2:18
Federer,19‑Jan‑2004,Australian Open,Hard,R32,2,148,(2)Federer d. (WC)Todd Reid [AUS],6-3 6-0 6-1,(ch),2.03,8.80%,5.30%,54.40%,74.20%,65.40%,0/1,1:14
Federer,19‑Jan‑2004,Australian Open,Hard,R64,2,156,(2)Federer d. (Q)Jeff Morrison [USA],6-2 6-3 6-4,,1.53,6.00%,2.40%,61.90%,76.90%,65.60%,4/4,1:34
Federer,19‑Jan‑2004,Australian Open,Hard,R128,2,117,(2)Federer d. (Q)Alex Bogomolov Jr [RUS],6-3 6-4 6-0,(ch),2.07,19.10%,4.40%,60.30%,80.50%,74.10%,0/0,1:29
Federer,25‑Aug‑2003,US Open,Hard,R16,2,13,(13)David Nalbandian [ARG] d. (2)Federer,3-6 7-6(1) 6-4 6-3,(ch),0.79,11.20%,2.80%,54.50%,66.70%,43.10%,10/16,2:52
Federer,25‑Aug‑2003,US Open,Hard,R32,2,35,(2)Federer d. James Blake [USA],6-3 7-6(4) 6-3,,1.41,9.90%,3.00%,61.40%,75.80%,64.10%,3/4,1:59
Federer,25‑Aug‑2003,US Open,Hard,R64,2,94,(2)Federer d. Jean Rene Lisnard [MON],6-1 6-2 6-0,(ch),2.25,8.20%,3.30%,67.20%,82.90%,60.00%,1/1,1:17
Federer,25‑Aug‑2003,US Open,Hard,R128,2,75,(2)Federer d. Jose Acasuso [ARG],5-7 6-3 6-3 2-0 RET,,2.2,19.70%,3.90%,72.40%,85.50%,66.70%,2/4,2:06
Federer,23‑Jun‑2003,Wimbledon,Grass,F,5,48,(4)Federer d. Mark Philippoussis [AUS],7-6(5) 6-2 7-6(3),(ch),1.63,22.60%,2.20%,57.00%,88.70%,67.50%,0/0,1:56
Federer,23‑Jun‑2003,Wimbledon,Grass,SF,5,6,(4)Federer d. (5)Andy Roddick [USA],7-6(6) 6-3 6-3,(ch),1.8,20.20%,0.00%,60.70%,82.40%,75.80%,2/2,1:43
Federer,23‑Jun‑2003,Wimbledon,Grass,QF,5,12,(4)Federer d. (8)Sjeng Schalken [NED],6-3 6-4 6-4,(ch),1.5,14.10%,5.40%,67.40%,80.60%,50.00%,3/4,1:38
Federer,23‑Jun‑2003,Wimbledon,Grass,R16,5,52,(4)Federer d. Feliciano Lopez [ESP],7-6(5) 6-4 6-4,,1.09,8.70%,1.90%,66.30%,69.60%,48.60%,3/6,2:06
Federer,23‑Jun‑2003,Wimbledon,Grass,R32,5,45,(4)Federer d. Mardy Fish [USA],6-3 6-1 4-6 6-1,,1.35,11.80%,3.60%,53.60%,72.90%,60.80%,5/6,2:00
Federer,23‑Jun‑2003,Wimbledon,Grass,R64,5,70,(4)Federer d. Stefan Koubek [AUT],7-5 6-1 6-1,,1.77,8.20%,4.10%,60.30%,79.50%,55.20%,2/3,1:17
Federer,23‑Jun‑2003,Wimbledon,Grass,R128,5,55,(4)Federer d. Hyung Taik Lee [KOR],6-3 6-3 7-6(2),,1.37,15.20%,3.00%,64.60%,75.00%,54.30%,7/9,1:45
Federer,26‑May‑2003,Roland Garros,Clay,R128,5,88,Luis Horna [PER] d. (5)Federer,7-6(6) 6-2 7-6(3),,0.84,9.70%,3.90%,57.30%,76.30%,40.90%,4/8,2:11
Federer,13‑Jan‑2003,Australian Open,Hard,R16,6,12,(10)David Nalbandian [ARG] d. (6)Federer,6-4 3-6 6-1 1-6 6-3,(ch),0.92,6.10%,6.10%,52.00%,75.30%,36.60%,9/17,2:58
Federer,13‑Jan‑2003,Australian Open,Hard,R32,6,145,(6)Federer d. (Q)Andreas Vinciguerra [SWE],6-3 6-4 6-2,,1.96,12.50%,0.00%,62.50%,82.20%,66.70%,2/3,1:36
Federer,13‑Jan‑2003,Australian Open,Hard,R64,6,76,(6)Federer d. Lars Burgsmuller [GER],6-3 6-0 6-3,,1.62,4.20%,5.60%,44.40%,75.00%,62.50%,0/1,1:44
Federer,13‑Jan‑2003,Australian Open,Hard,R128,6,83,(6)Federer d. Flavio Saretta [BRA],7-6(4) 7-5 6-3,(ch),1.14,6.30%,6.30%,55.60%,68.60%,50.00%,9/12,2:48
Federer,26‑Aug‑2002,US Open,Hard,R16,13,34,(32)Max Mirnyi [BLR] d. (13)Federer,6-3 7-6(5) 6-4,,0.77,4.30%,4.30%,51.60%,72.90%,62.20%,5/7,1:52
Federer,26‑Aug‑2002,US Open,Hard,R32,13,19,(13)Federer d. (19)Xavier Malisse [BEL],4-6 6-3 6-4 6-4,,1.21,7.10%,3.60%,55.40%,77.40%,58.00%,3/6,2:13
Federer,26‑Aug‑2002,US Open,Hard,R64,13,132,(13)Federer d. Michael Chang [USA],6-3 6-1 6-3,,1.54,14.80%,8.60%,67.90%,78.20%,46.20%,4/5,1:35
Federer,26‑Aug‑2002,US Open,Hard,R128,13,157,(13)Federer d. Jiri Vanek [CZE],6-1 6-3 4-6 7-5,(ch),1.37,7.60%,6.70%,55.20%,75.90%,59.60%,0/3,2:06
Federer,24‑Jun‑2002,Wimbledon,Grass,R128,9,154,(Q)Mario Ancic [CRO] d. (7)Federer,6-3 7-6(2) 6-3,(ch),0.73,1.20%,9.30%,54.70%,76.60%,46.20%,3/6,1:40
Federer,27‑May‑2002,Roland Garros,Clay,R128,8,45,Hicham Arazi [MAR] d. (8)Federer,6-3 6-2 6-4,,0.7,5.90%,4.70%,50.60%,67.40%,35.70%,8/14,1:35
Federer,14‑Jan‑2002,Australian Open,Hard,R16,12,9,(7)Tommy Haas [GER] d. (11)Federer,7-6(3) 4-6 3-6 6-4 8-6,(ch),0.95,14.30%,3.40%,60.60%,74.50%,50.70%,11/14,3:35
Federer,14‑Jan‑2002,Australian Open,Hard,R32,12,41,(11)Federer d. Rainer Schuettler [GER],7-6(6) 7-6(5) 6-4,,1.3,6.70%,1.00%,62.90%,75.80%,61.50%,0/2,2:17
Federer,14‑Jan‑2002,Australian Open,Hard,R64,12,93,(11)Federer d. Attila Savolt [HUN],6-2 7-5 6-4,,1.63,11.60%,0.00%,69.80%,80.00%,57.70%,4/5,2:04
Federer,14‑Jan‑2002,Australian Open,Hard,R128,12,94,(11)Federer d. Michael Chang [USA],6-4 6-4 6-3,,1.46,10.50%,4.70%,66.30%,86.00%,37.90%,3/4,2:06
Federer,27‑Aug‑2001,US Open,Hard,R16,13,2,(2)Andre Agassi [USA] d. (13)Federer,6-1 6-2 6-4,(ch),0.63,1.70%,3.40%,47.50%,60.70%,48.40%,1/6,1:23
Federer,27‑Aug‑2001,US Open,Hard,R32,13,24,(13)Federer d. (24)Sjeng Schalken [NED],6-4 7-5 7-6(3),,1.56,11.80%,7.50%,58.10%,87.00%,53.80%,1/3,1:58
Federer,27‑Aug‑2001,US Open,Hard,R64,13,327,(13)Federer d. (WC)Robby Ginepri [USA],6-2 7-5 6-1,(ch),1.7,19.30%,2.40%,66.30%,80.00%,57.10%,5/5,1:25
Federer,27‑Aug‑2001,US Open,Hard,R128,13,72,(13)Federer d. Lars Burgsmuller [GER],6-4 6-4 6-4,,1.09,11.80%,5.50%,61.80%,70.60%,59.50%,10/10,2:03
Federer,25‑Jun‑2001,Wimbledon,Grass,QF,15,11,(6)Tim Henman [GBR] d. (15)Federer,7-5 7-6(6) 2-6 7-6(6),(ch),0.95,8.00%,1.30%,60.70%,75.80%,49.20%,6/9,3:13
Federer,25‑Jun‑2001,Wimbledon,Grass,R16,15,6,(15)Federer d. (1)Pete Sampras [USA],7-6(7) 5-7 6-4 6-7(2) 7-5,(ch),1.12,13.80%,3.30%,62.40%,82.30%,51.50%,9/11,3:41
Federer,25‑Jun‑2001,Wimbledon,Grass,R32,15,41,(15)Federer d. (33)Jonas Bjorkman [SWE],7-6(4) 6-3 7-6(2),,1.16,6.90%,3.10%,62.30%,72.80%,57.10%,10/11,2:21
Federer,25‑Jun‑2001,Wimbledon,Grass,R64,15,53,(15)Federer d. Xavier Malisse [BEL],6-3 7-5 3-6 4-6 6-3,,0.76,5.80%,0.60%,65.70%,66.40%,54.20%,22/26,2:29
Federer,25‑Jun‑2001,Wimbledon,Grass,R128,15,83,(15)Federer d. Christophe Rochus [BEL],6-2 6-3 6-2,,2.32,27.70%,0.00%,76.90%,84.00%,60.00%,1/2,1:06
Federer,28‑May‑2001,Roland Garros,Clay,QF,18,13,(13)Alex Corretja [ESP] d. Federer,7-5 6-4 7-5,(ch),0.94,1.90%,4.80%,66.30%,60.90%,42.90%,10/17,2:41
Federer,28‑May‑2001,Roland Garros,Clay,R16,18,59,Federer d. Wayne Arthurs [AUS],3-6 6-3 6-4 6-2,(ch),1.44,4.70%,2.80%,53.80%,78.90%,59.20%,3/5,2:27
Federer,28‑May‑2001,Roland Garros,Clay,R32,18,89,Federer d. David Sanchez [ESP],6-4 6-3 1-6 6-3,,1.11,3.60%,2.70%,64.30%,75.00%,40.00%,14/18,2:19
Federer,28‑May‑2001,Roland Garros,Clay,R64,18,115,Federer d. Sargis Sargsian [ARM],4-6 3-6 6-2 6-4 9-7,,1.17,6.10%,1.40%,66.00%,72.20%,60.00%,7/10,3:17
Federer,28‑May‑2001,Roland Garros,Clay,R128,18,239,Federer d. (Q)Stefano Galvani [ITA],6-3 6-3 6-3,,1.52,11.90%,6.00%,52.40%,75.00%,57.50%,11/13,1:44
Federer,15‑Jan‑2001,Australian Open,Hard,R32,29,18,(15)Arnaud Clement [FRA] d. Federer,7-6(5) 6-4 6-4,,0.74,11.00%,8.50%,62.70%,64.90%,40.90%,6/11,2:08
Federer,15‑Jan‑2001,Australian Open,Hard,R64,29,46,Federer d. Nicolas Escude [FRA],6-1 6-4 6-4,,1.19,11.50%,5.80%,62.50%,72.30%,53.80%,5/6,1:45
Federer,15‑Jan‑2001,Australian Open,Hard,R128,29,61,Federer d. Arnaud Di Pasquale [FRA],6-4 4-6 6-1 7-5,,1.19,5.00%,0.00%,67.50%,64.20%,64.10%,5/8,2:12
Federer,28‑Aug‑2000,US Open,Hard,R32,40,12,(12)Juan Carlos Ferrero [ESP] d. Federer,7-5 7-6(6) 1-6 7-6(6),(ch),1.19,10.40%,5.20%,55.60%,80.00%,50.00%,8/12,2:53
Federer,28‑Aug‑2000,US Open,Hard,R64,40,307,Federer d. Daniel Nestor [CAN],6-1 7-6(5) 6-1,(ch),1.77,17.00%,1.10%,62.50%,87.30%,54.50%,4/4,1:32
Federer,28‑Aug‑2000,US Open,Hard,R128,40,89,Federer d. Peter Wessels [NED],4-6 4-6 6-3 7-5 3-4 RET,,0.87,10.00%,6.00%,56.70%,72.90%,58.50%,5/8,2:32
Federer,26‑Jun‑2000,Wimbledon,Grass,R128,35,5,(5)Yevgeny Kafelnikov [RUS] d. Federer,7-5 7-5 7-6(6),(ch),0.94,8.70%,1.70%,58.30%,64.20%,58.30%,2/7,2:08
Federer,29‑May‑2000,Roland Garros,Clay,R16,54,10,(10)Alex Corretja [ESP] d. Federer,7-5 7-6(7) 6-2,(ch),0.73,7.10%,4.80%,58.70%,71.60%,34.60%,9/14,2:36
Federer,29‑May‑2000,Roland Garros,Clay,R32,54,120,Federer d. (Q)Michel Kratochvil [SUI],7-6(5) 6-4 2-6 6-7(4) 8-6,,1.12,7.80%,3.90%,56.40%,74.30%,51.30%,10/16,4:25
Federer,29‑May‑2000,Roland Garros,Clay,R64,54,69,Federer d. Jan Michael Gambill [USA],7-6(5) 6-3 6-3,,1.18,6.50%,2.40%,64.50%,70.00%,56.80%,9/10,2:12
Federer,29‑May‑2000,Roland Garros,Clay,R128,54,106,Federer d. Wayne Arthurs [AUS],7-6(4) 6-3 1-6 6-3,,0.98,3.70%,3.00%,59.30%,73.80%,56.40%,11/13,2:27
Federer,17‑Jan‑2000,Australian Open,Hard,R32,62,54,Arnaud Clement [FRA] d. Federer,6-1 6-4 6-3,,0.66,8.00%,6.80%,55.70%,65.30%,33.30%,6/12,1:41
Federer,17‑Jan‑2000,Australian Open,Hard,R64,62,104,Federer d. Jan Kroslak [SVK],7-6(1) 6-2 6-3,(ch),1.38,8.50%,3.80%,60.40%,67.20%,66.70%,9/10,1:46
Federer,17‑Jan‑2000,Australian Open,Hard,R128,62,38,Federer d. Michael Chang [USA],6-4 6-4 7-6(5),,1.25,13.90%,6.90%,54.50%,76.40%,60.90%,1/3,2:05
Federer,21‑Jun‑1999,Wimbledon,Grass,R128,103,59,Jiri Novak [CZE] d. (WC)Federer,6-3 3-6 4-6 6-3 6-4,,1.07,5.00%,3.80%,67.50%,71.30%,42.30%,10/15,2:18
Federer,24‑May‑1999,Roland Garros,Clay,R128,111,3,(3)Patrick Rafter [AUS] d. (WC)Federer,5-7 6-3 6-0 6-2,,0.75,2.80%,2.80%,55.60%,61.70%,50.00%,10/17,2:13
Nadal,23‑Jun‑2003,Wimbledon,Grass,R32,76,11,(12)Paradorn Srichaphan [THA] d. Nadal,6-4 6-4 6-2,,0.7,2.00%,3.00%,73.00%,63.00%,25.90%,9/15,1:56
Nadal,23‑Jun‑2003,Wimbledon,Grass,R64,76,489,Nadal d. (WC)Lee Childs [GBR],6-2 6-4 6-3,,1.49,3.80%,2.60%,64.10%,78.00%,57.10%,2/4,2:01
Nadal,23‑Jun‑2003,Wimbledon,Grass,R128,76,68,Nadal d. Mario Ancic [CRO],6-3 6-4 4-6 6-4,,1.22,1.50%,0.00%,74.80%,66.30%,63.60%,11/14,3:04
Nadal,25‑Aug‑2003,US Open,Hard,R64,45,21,(22)Younes El Aynaoui [MAR] d. Nadal,7-6(6) 6-3 7-6(6),,0.87,2.80%,5.50%,76.10%,71.10%,50.00%,9/12,2:43
Nadal,25‑Aug‑2003,US Open,Hard,R128,45,61,Nadal d. Fernando Vicente [ESP],6-4 6-3 6-3,,1.61,2.40%,4.90%,56.10%,80.40%,63.90%,3/3,2:13
Nadal,19‑Jan‑2004,Australian Open,Hard,R32,41,11,(15)Lleyton Hewitt [AUS] d. Nadal,7-6(2) 7-6(5) 6-2,,0.85,1.00%,2.00%,70.40%,65.20%,51.70%,6/10,2:29
Nadal,19‑Jan‑2004,Australian Open,Hard,R64,41,87,Nadal d. Thierry Ascione [FRA],6-4 3-6 7-5 6-1,,1.29,0.00%,4.50%,69.10%,72.40%,47.10%,6/10,2:56
Nadal,19‑Jan‑2004,Australian Open,Hard,R128,41,215,Nadal d. (Q)Michal Tabara [CZE],6-1 6-2 6-2,,1.8,7.00%,4.20%,57.70%,78.00%,63.30%,2/2,1:17
Nadal,30‑Aug‑2004,US Open,Hard,R64,49,2,(2)Andy Roddick [USA] d. Nadal,6-0 6-3 6-4,(ch),0.59,0.00%,5.40%,82.40%,49.20%,23.10%,4/11,1:36
Nadal,30‑Aug‑2004,US Open,Hard,R128,49,139,Nadal d. (Q)Ivo Heuberger [SUI],6-0 6-3 4-6 2-6 6-3,,1.83,5.70%,2.90%,65.70%,84.10%,61.10%,1/4,2:54
Nadal,17‑Jan‑2005,Australian Open,Hard,R16,56,3,(3)Lleyton Hewitt [AUS] d. Nadal,7-5 3-6 1-6 7-6(3) 6-2,(ch),0.95,3.10%,1.90%,69.40%,64.90%,57.10%,12/17,3:53
Nadal,17‑Jan‑2005,Australian Open,Hard,R32,56,283,Nadal d. (Q)Bobby Reynolds [USA],6-1 6-1 6-3,,1.85,2.90%,4.30%,62.30%,81.40%,53.80%,1/2,1:29
Nadal,17‑Jan‑2005,Australian Open,Hard,R64,56,15,Nadal d. (15)Mikhail Youzhny [RUS],6-1 4-6 4-6 7-5 6-3,,1.09,0.00%,1.30%,70.60%,65.70%,46.70%,8/14,3:37
Nadal,17‑Jan‑2005,Australian Open,Hard,R128,56,65,Nadal d. Julien Benneteau [FRA],6-0 6-4 6-2,,2,1.60%,1.60%,77.00%,76.60%,50.00%,1/3,1:28
Nadal,23‑May‑2005,Roland Garros,Clay,F,5,37,(4)Nadal d. Mariano Puerta [ARG],6-7(6) 6-3 6-1 7-5,(ch),1.17,5.10%,2.20%,78.80%,67.60%,41.40%,11/14,3:24
Nadal,23‑May‑2005,Roland Garros,Clay,SF,5,1,(4)Nadal d. (1)Roger Federer [SUI],6-3 4-6 6-4 6-3,(ch),1.11,1.70%,3.30%,73.30%,61.40%,50.00%,6/12,2:47
Nadal,23‑May‑2005,Roland Garros,Clay,QF,5,21,(4)Nadal d. (20)David Ferrer [ESP],7-5 6-2 6-0,,1.5,3.30%,0.00%,71.70%,65.20%,61.50%,10/12,2:08
Nadal,23‑May‑2005,Roland Garros,Clay,R16,5,24,(4)Nadal d. (23)Sebastien Grosjean [FRA],6-4 3-6 6-0 6-3,(ch),1.27,0.00%,1.90%,68.90%,68.50%,54.50%,5/8,3:11
Nadal,23‑May‑2005,Roland Garros,Clay,R32,5,31,(4)Nadal d. (30)Richard Gasquet [FRA],6-4 6-3 6-2,,1.56,4.20%,0.00%,66.20%,68.10%,66.70%,1/3,1:49
Nadal,23‑May‑2005,Roland Garros,Clay,R64,5,46,(4)Nadal d. Xavier Malisse [BEL],6-2 6-2 6-4,,1.85,0.00%,3.10%,50.80%,78.80%,65.60%,0/2,1:51
Nadal,23‑May‑2005,Roland Garros,Clay,R128,5,96,(4)Nadal d. Lars Burgsmuller [GER],6-1 7-6(4) 6-1,(ch),2,6.50%,3.90%,62.30%,87.50%,65.50%,0/0,1:45
Nadal,20‑Jun‑2005,Wimbledon,Grass,R64,3,69,Gilles Muller [LUX] d. (4)Nadal,6-4 4-6 6-3 6-4,(ch),0.85,10.40%,2.80%,65.10%,71.00%,59.50%,7/10,2:28
Nadal,20‑Jun‑2005,Wimbledon,Grass,R128,3,39,(4)Nadal d. Vincent Spadea [USA],6-4 6-3 6-0,,1.99,10.60%,0.00%,68.20%,84.40%,57.10%,1/1,1:31
Nadal,29‑Aug‑2005,US Open,Hard,R32,2,49,(WC)James Blake [USA] d. (2)Nadal,6-4 4-6 6-3 6-1,,0.77,2.90%,3.90%,77.50%,60.80%,43.50%,1/7,2:25
Nadal,29‑Aug‑2005,US Open,Hard,R64,2,352,(2)Nadal d. (WC)Scoville Jenkins [USA],6-4 7-5 6-4,(ch),1.93,5.00%,2.50%,65.00%,76.90%,82.10%,5/6,2:26
Nadal,29‑Aug‑2005,US Open,Hard,R128,2,132,(2)Nadal d. (WC)Bobby Reynolds [USA],6-3 6-3 6-4,,2.75,13.40%,1.50%,70.10%,91.50%,70.00%,2/2,1:49
Nadal,29‑May‑2006,Roland Garros,Clay,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],1-6 6-1 6-4 7-6(4),(ch),1.2,2.70%,0.00%,76.60%,69.40%,65.40%,7/10,3:02
Nadal,29‑May‑2006,Roland Garros,Clay,SF,2,4,(2)Nadal d. (4)Ivan Ljubicic [CRO],6-4 6-2 7-6(7),(ch),1.35,7.40%,0.00%,68.40%,78.50%,56.70%,1/2,2:49
Nadal,29‑May‑2006,Roland Garros,Clay,QF,2,63,(2)Nadal d. Novak Djokovic [SRB],6-4 6-4 RET,(ch),1.44,5.10%,0.00%,79.70%,63.80%,58.30%,3/6,1:54
Nadal,29‑May‑2006,Roland Garros,Clay,R16,2,14,(2)Nadal d. (14)Lleyton Hewitt [AUS],6-2 5-7 6-4 6-2,(ch),1.36,0.90%,3.50%,69.90%,67.10%,61.80%,5/9,3:17
Nadal,29‑May‑2006,Roland Garros,Clay,R32,2,32,(2)Nadal d. (29)Paul Henri Mathieu [FRA],5-7 6-4 6-4 6-4,,1.17,4.70%,0.80%,68.20%,61.40%,56.10%,7/13,4:53
Nadal,29‑May‑2006,Roland Garros,Clay,R64,2,116,(2)Nadal d. (LL)Kevin Kim [USA],6-2 6-1 6-4,,1.79,2.60%,0.00%,73.70%,73.20%,75.00%,3/3,1:58
