Player,Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,Time
Federer,15‑Jan‑2007,Australian Open,Hard,QF,1,6,(1)Federer d. (7)Tommy Robredo [ESP],6-3 7-6(2) 7-5,(ch),1.41,55.90%,47.00%,3.40%,36.60%,63.00%,6/12,2:20
Federer,15‑Jan‑2007,Australian Open,Hard,R16,1,15,(1)Federer d. (14)Novak Djokovic [SRB],6-2 7-5 6-3,(ch),1.78,58.00%,44.60%,6.90%,38.70%,53.80%,5/8,1:50
Federer,15‑Jan‑2007,Australian Open,Hard,R32,1,25,(1)Federer d. (25)Mikhail Youzhny [RUS],6-3 6-3 7-6(5),,1.28,54.20%,39.60%,6.90%,21.80%,60.90%,4/8,2:04
Federer,15‑Jan‑2007,Australian Open,Hard,R64,1,50,(1)Federer d. Jonas Bjorkman [SWE],6-2 6-3 6-2,,1.86,61.20%,53.50%,2.30%,48.10%,61.80%,7/12,1:35
Federer,15‑Jan‑2007,Australian Open,Hard,R128,1,82,(1)Federer d. Bjorn Phau [GER],7-5 6-0 6-4,,1.58,59.70%,56.10%,2.80%,46.20%,65.50%,9/19,1:47
Federer,28‑Aug‑2006,US Open,Hard,F,1,10,(1)Federer d. (9)Andy Roddick [USA],6-2 4-6 7-5 6-1,(ch),1.49,56.00%,43.40%,5.70%,33.80%,61.90%,6/16,2:25
Federer,28‑Aug‑2006,US Open,Hard,SF,1,6,(1)Federer d. (7)Nikolay Davydenko [RUS],6-1 7-5 6-4,(ch),1.55,57.80%,45.90%,2.40%,48.30%,40.00%,6/8,1:41
Federer,28‑Aug‑2006,US Open,Hard,QF,1,7,(1)Federer d. (5)James Blake [USA],7-6(7) 6-0 6-7(9) 6-4,(ch),1.31,54.60%,44.80%,5.20%,40.70%,50.80%,7/17,2:45
Federer,28‑Aug‑2006,US Open,Hard,R16,1,79,(1)Federer d. Marc Gicquel [FRA],6-3 7-6(2) 6-3,(ch),1.5,56.90%,36.80%,9.20%,23.30%,50.00%,2/3,1:44
Federer,28‑Aug‑2006,US Open,Hard,R32,1,84,(1)Federer d. Vincent Spadea [USA],6-3 6-3 6-0,,1.78,60.40%,48.00%,2.70%,47.60%,48.50%,6/11,1:28
Federer,28‑Aug‑2006,US Open,Hard,R64,1,62,(1)Federer d. Tim Henman [GBR],6-3 6-4 7-5,,1.91,57.20%,42.50%,1.80%,31.30%,57.10%,4/13,2:01
Federer,28‑Aug‑2006,US Open,Hard,R128,1,109,(1)Federer d. Jimmy Wang [TPE],6-4 6-1 6-0,(ch),1.95,61.30%,54.80%,2.90%,46.00%,63.00%,8/18,1:39
Federer,26‑Jun‑2006,Wimbledon,Grass,F,1,2,(1)Federer d. (2)Rafael Nadal [ESP],6-0 7-6(5) 6-7(2) 6-3,(ch),1.31,54.10%,38.60%,7.10%,31.90%,57.60%,6/10,2:58
Federer,26‑Jun‑2006,Wimbledon,Grass,SF,1,59,(1)Federer d. Jonas Bjorkman [SWE],6-2 6-0 6-2,(ch),2.41,65.00%,53.10%,4.70%,48.70%,60.00%,7/9,1:17
Federer,26‑Jun‑2006,Wimbledon,Grass,QF,1,10,(1)Federer d. (7)Mario Ancic [CRO],6-4 6-4 6-4,(ch),1.31,55.10%,36.30%,8.80%,28.30%,47.10%,4/7,1:47
Federer,26‑Jun‑2006,Wimbledon,Grass,R16,1,14,(1)Federer d. (13)Tomas Berdych [CZE],6-3 6-3 6-4,,2.14,59.60%,41.70%,1.20%,36.80%,51.90%,4/7,1:23
Federer,26‑Jun‑2006,Wimbledon,Grass,R32,1,77,(1)Federer d. Nicolas Mahut [FRA],6-3 7-6(2) 6-4,,1.49,56.10%,38.50%,10.40%,31.00%,50.00%,3/8,2:05
Federer,26‑Jun‑2006,Wimbledon,Grass,R64,1,64,(1)Federer d. Tim Henman [GBR],6-4 6-0 6-2,,1.96,63.60%,52.50%,0.00%,44.70%,65.20%,6/8,1:25
Federer,26‑Jun‑2006,Wimbledon,Grass,R128,1,50,(1)Federer d. Richard Gasquet [FRA],6-3 6-2 6-2,(ch),2.1,61.90%,44.90%,2.90%,44.40%,46.70%,5/7,1:14
Federer,29‑May‑2006,Roland Garros,Clay,F,1,2,(2)Rafael Nadal [ESP] d. (1)Federer,1-6 6-1 6-4 7-6(4),(ch),0.83,47.40%,31.50%,2.70%,30.60%,34.60%,3/10,3:02
Federer,29‑May‑2006,Roland Garros,Clay,SF,1,3,(1)Federer d. (3)David Nalbandian [ARG],3-6 6-4 5-2 RET,(ch),1.13,52.10%,39.20%,1.40%,42.90%,32.00%,4/8,1:38
Federer,29‑May‑2006,Roland Garros,Clay,QF,1,12,(1)Federer d. (12)Mario Ancic [CRO],6-4 6-3 6-4,(ch),1.32,55.40%,42.00%,3.00%,29.70%,63.90%,4/18,2:17
Federer,29‑May‑2006,Roland Garros,Clay,R16,1,20,(1)Federer d. (20)Tomas Berdych [CZE],6-3 6-2 6-3,,1.48,56.70%,46.70%,7.60%,27.80%,73.70%,6/16,1:47
Federer,29‑May‑2006,Roland Garros,Clay,R32,1,35,(1)Federer d. (32)Nicolas Massu [CHI],6-1 6-2 6-7(4) 7-5,,1.45,56.20%,42.00%,3.40%,33.80%,57.10%,7/12,2:35
Federer,29‑May‑2006,Roland Garros,Clay,R64,1,139,(1)Federer d. (LL)Alejandro Falla [COL],6-1 6-4 6-3,,2.37,61.00%,45.30%,4.70%,42.10%,51.70%,5/11,1:26
Federer,29‑May‑2006,Roland Garros,Clay,R128,1,157,(1)Federer d. (Q)Diego Hartfield [ARG],7-5 7-6(2) 6-2,(ch),1.33,54.40%,45.10%,0.00%,42.40%,51.20%,6/21,2:36
Federer,16‑Jan‑2006,Australian Open,Hard,F,1,54,(1)Federer d. Marcos Baghdatis [CYP],5-7 7-5 6-0 6-2,(ch),1.22,55.00%,46.50%,5.30%,29.10%,62.70%,8/12,2:46
Federer,16‑Jan‑2006,Australian Open,Hard,SF,1,25,(1)Federer d. (21)Nicolas Kiefer [GER],6-3 5-7 6-0 6-2,(ch),1.49,56.60%,45.10%,11.50%,29.00%,61.70%,6/19,2:40
Federer,16‑Jan‑2006,Australian Open,Hard,QF,1,5,(1)Federer d. (5)Nikolay Davydenko [RUS],6-4 3-6 7-6(7) 7-6(5),(ch),1.07,50.90%,36.10%,0.70%,29.70%,57.60%,4/10,3:13
Federer,16‑Jan‑2006,Australian Open,Hard,R16,1,41,(1)Federer d. Tommy Haas [GER],6-4 6-0 3-6 4-6 6-2,(ch),1.2,53.00%,39.10%,3.60%,37.10%,42.90%,6/11,2:58
Federer,16‑Jan‑2006,Australian Open,Hard,R32,1,34,(1)Federer d. (30)Max Mirnyi [BLR],6-3 6-4 6-3,,2.34,58.40%,43.50%,4.60%,30.60%,69.40%,4/15,1:49
Federer,16‑Jan‑2006,Australian Open,Hard,R64,1,69,(1)Federer d. Florian Mayer [GER],6-1 6-4 6-0,,1.71,60.80%,50.70%,2.90%,47.70%,56.00%,6/10,1:12
Federer,16‑Jan‑2006,Australian Open,Hard,R128,1,195,(1)Federer d. (WC)Denis Istomin [UZB],6-2 6-3 6-2,(ch),1.95,60.70%,49.40%,9.60%,41.50%,63.30%,6/11,1:23
Federer,29‑Aug‑2005,US Open,Hard,F,1,7,(1)Federer d. (7)Andre Agassi [USA],6-3 2-6 7-6(1) 6-1,(ch),1.45,55.50%,43.50%,4.60%,42.30%,45.30%,4/18,2:19
Federer,29‑Aug‑2005,US Open,Hard,SF,1,4,(1)Federer d. (3)Lleyton Hewitt [AUS],6-3 7-6(0) 4-6 6-3,(ch),1.17,53.40%,42.10%,4.30%,23.20%,60.60%,4/15,2:58
Federer,29‑Aug‑2005,US Open,Hard,QF,1,11,(1)Federer d. (11)David Nalbandian [ARG],6-2 6-4 6-1,(ch),1.69,61.10%,54.70%,0.00%,45.20%,66.70%,7/11,1:39
Federer,29‑Aug‑2005,US Open,Hard,R16,1,38,(1)Federer d. Nicolas Kiefer [GER],6-4 6-7(3) 6-3 6-4,,1.15,52.70%,38.20%,9.20%,26.80%,51.70%,5/11,3:00
Federer,29‑Aug‑2005,US Open,Hard,R32,1,29,(1)Federer d. (27)Olivier Rochus [BEL],6-3 7-6(6) 6-2,,1.51,56.80%,41.20%,2.10%,38.70%,45.70%,4/8,1:54
Federer,29‑Aug‑2005,US Open,Hard,R64,1,76,(1)Federer d. Fabrice Santoro [FRA],7-5 7-5 7-6(2),,1.39,55.00%,40.00%,4.20%,38.50%,42.90%,4/10,2:17
Federer,29‑Aug‑2005,US Open,Hard,R128,1,77,(1)Federer d. Ivo Minar [CZE],6-1 6-1 6-1,,2.27,66.40%,57.60%,5.10%,45.70%,75.00%,7/10,1:03
Federer,20‑Jun‑2005,Wimbledon,Grass,F,1,4,(1)Federer d. (2)Andy Roddick [USA],6-2 7-6(2) 6-4,(ch),1.89,57.70%,40.60%,7.30%,32.40%,60.70%,4/9,1:41
Federer,20‑Jun‑2005,Wimbledon,Grass,SF,1,2,(1)Federer d. (3)Lleyton Hewitt [AUS],6-3 6-4 7-6(4),(ch),1.28,53.10%,35.30%,4.90%,25.50%,43.60%,3/8,2:08
Federer,20‑Jun‑2005,Wimbledon,Grass,QF,1,24,(1)Federer d. (21)Fernando Gonzalez [CHI],7-5 6-2 7-6(2),(ch),1.57,56.10%,38.80%,5.10%,35.40%,45.50%,4/6,1:51
Federer,20‑Jun‑2005,Wimbledon,Grass,R16,1,31,(1)Federer d. (23)Juan Carlos Ferrero [ESP],6-3 6-4 7-6(6),(ch),1.3,53.80%,38.20%,3.60%,27.40%,59.50%,3/9,2:15
Federer,20‑Jun‑2005,Wimbledon,Grass,R32,1,26,(1)Federer d. (25)Nicolas Kiefer [GER],6-2 6-7(5) 6-1 7-5,,1.37,56.10%,41.70%,4.60%,21.40%,63.50%,7/9,2:35
Federer,20‑Jun‑2005,Wimbledon,Grass,R64,1,99,(1)Federer d. Ivo Minar [CZE],6-4 6-4 6-1,(ch),2.27,60.00%,44.10%,3.20%,31.40%,59.50%,4/7,1:22
Federer,20‑Jun‑2005,Wimbledon,Grass,R128,1,58,(1)Federer d. Paul Henri Mathieu [FRA],6-4 6-2 6-4,,1.83,57.50%,43.20%,2.10%,37.30%,52.80%,5/15,1:50
Federer,23‑May‑2005,Roland Garros,Clay,SF,1,5,(4)Rafael Nadal [ESP] d. (1)Federer,6-3 4-6 6-4 6-3,(ch),0.9,47.70%,41.70%,1.70%,38.60%,50.00%,6/12,2:47
Federer,23‑May‑2005,Roland Garros,Clay,QF,1,90,(1)Federer d. Victor Hanescu [ROU],6-2 7-6(3) 6-3,(ch),1.44,55.90%,45.50%,1.80%,41.00%,56.30%,5/16,2:04
Federer,23‑May‑2005,Roland Garros,Clay,R16,1,15,(1)Federer d. (14)Carlos Moya [ESP],6-1 6-4 6-3,,1.46,56.40%,47.40%,0.00%,44.40%,53.10%,6/18,1:42
Federer,23‑May‑2005,Roland Garros,Clay,R32,1,26,(1)Federer d. (25)Fernando Gonzalez [CHI],7-6(9) 7-5 6-2,,1.54,55.80%,40.20%,0.90%,31.70%,50.00%,5/8,2:10
Federer,23‑May‑2005,Roland Garros,Clay,R64,1,76,(1)Federer d. Nicolas Almagro [ESP],6-3 7-6(0) 6-2,,1.64,58.10%,42.90%,7.70%,29.60%,62.20%,4/10,1:47
Federer,23‑May‑2005,Roland Garros,Clay,R128,1,264,(1)Federer d. (Q)Dudi Sela [ISR],6-1 6-4 6-0,,1.59,61.00%,59.50%,0.00%,59.20%,60.00%,8/16,1:29
Federer,17‑Jan‑2005,Australian Open,Hard,SF,1,4,(4)Marat Safin [RUS] d. (1)Federer,5-7 6-4 5-7 7-6(6) 9-7,(ch),1.11,50.90%,34.80%,7.70%,26.00%,47.60%,4/14,4:28
Federer,17‑Jan‑2005,Australian Open,Hard,QF,1,8,(1)Federer d. (8)Andre Agassi [USA],6-3 6-4 6-4,(ch),1.25,55.60%,35.40%,1.30%,25.00%,48.60%,3/6,1:39
Federer,17‑Jan‑2005,Australian Open,Hard,R16,1,155,(1)Federer d. (Q)Marcos Baghdatis [CYP],6-2 6-2 7-6(4),,1.85,58.00%,42.70%,4.20%,41.20%,44.40%,5/8,1:43
Federer,17‑Jan‑2005,Australian Open,Hard,R32,1,87,(1)Federer d. Jarkko Nieminen [FIN],6-3 5-2 RET,,1.51,59.00%,55.40%,1.80%,55.60%,55.00%,5/7,0:57
Federer,17‑Jan‑2005,Australian Open,Hard,R64,1,203,(1)Federer d. (Q)Takao Suzuki [JPN],6-3 6-4 6-4,,1.64,56.60%,42.90%,6.70%,45.10%,38.20%,4/11,1:53
Federer,17‑Jan‑2005,Australian Open,Hard,R128,1,49,(1)Federer d. Fabrice Santoro [FRA],6-1 6-1 6-2,(ch),1.8,60.20%,53.10%,1.00%,51.50%,56.70%,7/18,1:34
Federer,30‑Aug‑2004,US Open,Hard,F,1,5,(1)Federer d. (4)Lleyton Hewitt [AUS],6-0 7-6(3) 6-0,(ch),1.64,61.00%,53.30%,1.30%,43.90%,64.70%,7/13,1:49
Federer,30‑Aug‑2004,US Open,Hard,SF,1,6,(1)Federer d. (5)Tim Henman [GBR],6-3 6-4 6-4,(ch),1.32,55.70%,37.80%,5.40%,37.80%,37.90%,5/7,1:44
Federer,30‑Aug‑2004,US Open,Hard,QF,1,7,(1)Federer d. (6)Andre Agassi [USA],6-3 2-6 7-5 3-6 6-3,(ch),0.91,49.30%,32.40%,2.80%,28.90%,40.00%,3/10,3:00
Federer,30‑Aug‑2004,US Open,Hard,R16,1,18,(1)Federer d. (16)Andrei Pavel [ROU],W/O,,,,,,,,,
Federer,30‑Aug‑2004,US Open,Hard,R32,1,34,(1)Federer d. (31)Fabrice Santoro [FRA],6-0 6-4 7-6(7),,1.36,55.50%,41.10%,2.10%,35.70%,48.70%,4/8,2:03
Federer,30‑Aug‑2004,US Open,Hard,R64,1,240,(1)Federer d. (Q)Marcos Baghdatis [CYP],6-2 6-7(4) 6-3 6-1,,1.69,58.80%,47.00%,4.30%,35.90%,60.40%,8/10,2:04
Federer,30‑Aug‑2004,US Open,Hard,R128,1,44,(1)Federer d. Albert Costa [ESP],7-5 6-2 6-4,,1.57,57.10%,49.50%,0.90%,43.80%,57.80%,7/19,2:00
Federer,21‑Jun‑2004,Wimbledon,Grass,F,1,2,(1)Federer d. (2)Andy Roddick [USA],4-6 7-5 7-6(3) 6-4,(ch),1.08,52.30%,39.10%,8.30%,25.90%,59.60%,5/10,2:31
Federer,21‑Jun‑2004,Wimbledon,Grass,SF,1,13,(1)Federer d. (10)Sebastien Grosjean [FRA],6-2 6-3 7-6(6),(ch),1.43,56.30%,47.20%,1.90%,37.10%,61.40%,5/11,2:00
Federer,21‑Jun‑2004,Wimbledon,Grass,QF,1,10,(1)Federer d. (7)Lleyton Hewitt [AUS],6-1 6-7(1) 6-0 6-4,(ch),1.17,54.20%,41.20%,3.90%,41.50%,40.80%,7/14,2:20
Federer,21‑Jun‑2004,Wimbledon,Grass,R16,1,62,(1)Federer d. Ivo Karlovic [CRO],6-3 7-6(3) 7-6(5),(ch),1.64,55.10%,29.00%,14.00%,27.50%,32.30%,1/4,1:50
Federer,21‑Jun‑2004,Wimbledon,Grass,R32,1,123,(1)Federer d. Thomas Johansson [SWE],6-3 6-4 6-3,,1.6,56.50%,40.00%,4.40%,24.50%,58.50%,4/11,1:38
Federer,21‑Jun‑2004,Wimbledon,Grass,R64,1,138,(1)Federer d. (Q)Alejandro Falla [COL],6-1 6-2 6-0,,2.74,68.80%,57.70%,3.80%,51.60%,66.70%,7/8,0:54
Federer,21‑Jun‑2004,Wimbledon,Grass,R128,1,295,(1)Federer d. (WC)Alex Bogdanovic [GBR],6-3 6-3 6-0,(ch),2.35,61.30%,47.70%,3.50%,42.20%,63.60%,6/12,1:20
Federer,24‑May‑2004,Roland Garros,Clay,R32,1,30,(28)Gustavo Kuerten [BRA] d. (1)Federer,6-4 6-4 6-4,(ch),0.82,46.80%,31.90%,6.60%,29.80%,34.10%,1/2,2:04
Federer,24‑May‑2004,Roland Garros,Clay,R64,1,34,(1)Federer d. Nicolas Kiefer [GER],6-3 6-4 7-6(6),,1.13,53.20%,45.00%,1.80%,30.40%,60.40%,6/13,2:31
Federer,24‑May‑2004,Roland Garros,Clay,R128,1,110,(1)Federer d. (LL)Kristof Vliegen [BEL],6-1 6-2 6-1,,2.85,64.80%,52.70%,0.00%,47.80%,60.70%,7/14,1:16
Federer,19‑Jan‑2004,Australian Open,Hard,F,2,86,(2)Federer d. Marat Safin [RUS],7-6(3) 6-4 6-2,(ch),1.39,54.90%,44.80%,2.60%,36.80%,52.50%,5/18,2:15
Federer,19‑Jan‑2004,Australian Open,Hard,SF,2,3,(2)Federer d. (3)Juan Carlos Ferrero [ESP],6-4 6-1 6-4,(ch),1.42,57.10%,39.40%,8.50%,34.10%,46.70%,4/6,1:29
Federer,19‑Jan‑2004,Australian Open,Hard,QF,2,8,(2)Federer d. (8)David Nalbandian [ARG],7-5 6-4 5-7 6-3,(ch),1.03,51.20%,34.20%,4.30%,31.60%,39.00%,5/12,2:41
Federer,19‑Jan‑2004,Australian Open,Hard,R16,2,11,(2)Federer d. (15)Lleyton Hewitt [AUS],4-6 6-3 6-0 6-4,(ch),1.19,53.50%,39.80%,4.40%,33.80%,51.30%,5/13,2:18
Federer,19‑Jan‑2004,Australian Open,Hard,R32,2,148,(2)Federer d. (WC)Todd Reid [AUS],6-3 6-0 6-1,(ch),2.03,64.80%,60.60%,1.40%,56.10%,66.70%,8/14,1:14
Federer,19‑Jan‑2004,Australian Open,Hard,R64,2,156,(2)Federer d. (Q)Jeff Morrison [USA],6-2 6-3 6-4,,1.53,56.50%,41.90%,8.60%,32.70%,55.30%,4/11,1:34
Federer,19‑Jan‑2004,Australian Open,Hard,R128,2,117,(2)Federer d. (Q)Alex Bogomolov Jr [RUS],6-3 6-4 6-0,(ch),2.07,60.40%,45.70%,0.00%,35.20%,66.70%,5/9,1:29
Federer,25‑Aug‑2003,US Open,Hard,R16,2,13,(13)David Nalbandian [ARG] d. (2)Federer,3-6 7-6(1) 6-4 6-3,(ch),0.79,46.70%,34.80%,2.70%,32.80%,37.80%,4/9,2:52
Federer,25‑Aug‑2003,US Open,Hard,R32,2,35,(2)Federer d. James Blake [USA],6-3 7-6(4) 6-3,,1.41,54.10%,40.60%,3.90%,32.10%,54.00%,3/23,1:59
Federer,25‑Aug‑2003,US Open,Hard,R64,2,94,(2)Federer d. Jean Rene Lisnard [MON],6-1 6-2 6-0,(ch),2.25,64.20%,55.30%,0.00%,51.50%,58.10%,7/14,1:17
Federer,25‑Aug‑2003,US Open,Hard,R128,2,75,(2)Federer d. Jose Acasuso [ARG],5-7 6-3 6-3 2-0 RET,,2.2,57.10%,43.40%,7.00%,36.00%,53.70%,5/17,2:06
Federer,23‑Jun‑2003,Wimbledon,Grass,F,5,48,(4)Federer d. Mark Philippoussis [AUS],7-6(5) 6-2 7-6(3),(ch),1.63,55.40%,33.30%,13.70%,22.90%,56.30%,2/5,1:56
Federer,23‑Jun‑2003,Wimbledon,Grass,SF,5,6,(4)Federer d. (5)Andy Roddick [USA],7-6(6) 6-3 6-3,(ch),1.8,56.30%,36.40%,4.00%,26.30%,50.00%,3/8,1:43
Federer,23‑Jun‑2003,Wimbledon,Grass,QF,5,12,(4)Federer d. (8)Sjeng Schalken [NED],6-3 6-4 6-4,(ch),1.5,56.70%,44.10%,1.00%,39.20%,57.10%,4/11,1:38
Federer,23‑Jun‑2003,Wimbledon,Grass,R16,5,52,(4)Federer d. Feliciano Lopez [ESP],7-6(5) 6-4 6-4,,1.09,50.60%,40.90%,10.20%,36.30%,48.90%,5/18,2:06
Federer,23‑Jun‑2003,Wimbledon,Grass,R32,5,45,(4)Federer d. Mardy Fish [USA],6-3 6-1 4-6 6-1,,1.35,56.10%,44.10%,8.80%,32.10%,58.70%,6/12,2:00
Federer,23‑Jun‑2003,Wimbledon,Grass,R64,5,70,(4)Federer d. Stefan Koubek [AUT],7-5 6-1 6-1,,1.77,61.50%,53.30%,0.00%,55.60%,50.00%,7/12,1:17
Federer,23‑Jun‑2003,Wimbledon,Grass,R128,5,55,(4)Federer d. Hyung Taik Lee [KOR],6-3 6-3 7-6(2),,1.37,56.10%,44.30%,2.10%,35.80%,63.30%,5/11,1:45
Federer,26‑May‑2003,Roland Garros,Clay,R128,5,88,Luis Horna [PER] d. (5)Federer,7-6(6) 6-2 7-6(3),,0.84,46.30%,32.40%,3.60%,30.20%,40.00%,2/6,2:11
Federer,13‑Jan‑2003,Australian Open,Hard,R16,6,12,(10)David Nalbandian [ARG] d. (6)Federer,6-4 3-6 6-1 1-6 6-3,(ch),0.92,48.80%,39.80%,2.30%,36.70%,44.40%,7/17,2:58
Federer,13‑Jan‑2003,Australian Open,Hard,R32,6,145,(6)Federer d. (Q)Andreas Vinciguerra [SWE],6-3 6-4 6-2,,1.96,59.30%,46.30%,4.20%,35.20%,61.00%,5/10,1:36
Federer,13‑Jan‑2003,Australian Open,Hard,R64,6,76,(6)Federer d. Lars Burgsmuller [GER],6-3 6-0 6-3,,1.62,59.10%,51.70%,1.10%,54.30%,48.80%,7/10,1:44
Federer,13‑Jan‑2003,Australian Open,Hard,R128,6,83,(6)Federer d. Flavio Saretta [BRA],7-6(4) 7-5 6-3,(ch),1.14,52.50%,45.30%,2.20%,29.90%,59.70%,6/17,2:48
Federer,26‑Aug‑2002,US Open,Hard,R16,13,34,(32)Max Mirnyi [BLR] d. (13)Federer,6-3 7-6(5) 6-4,,0.77,45.40%,24.80%,10.90%,16.40%,41.20%,0/5,1:52
Federer,26‑Aug‑2002,US Open,Hard,R32,13,19,(13)Federer d. (19)Xavier Malisse [BEL],4-6 6-3 6-4 6-4,,1.21,52.80%,37.80%,3.40%,32.30%,44.40%,5/13,2:13
Federer,26‑Aug‑2002,US Open,Hard,R64,13,132,(13)Federer d. Michael Chang [USA],6-3 6-1 6-3,,1.54,58.60%,49.40%,2.50%,39.10%,62.90%,6/9,1:35
Federer,26‑Aug‑2002,US Open,Hard,R128,13,157,(13)Federer d. Jiri Vanek [CZE],6-1 6-3 4-6 7-5,(ch),1.37,55.20%,43.10%,4.30%,37.30%,49.10%,7/15,2:06
Federer,24‑Jun‑2002,Wimbledon,Grass,R128,9,154,(Q)Mario Ancic [CRO] d. (7)Federer,6-3 7-6(2) 6-3,(ch),0.73,44.00%,27.10%,5.20%,11.80%,44.40%,1/6,1:40
Federer,27‑May‑2002,Roland Garros,Clay,R128,8,45,Hicham Arazi [MAR] d. (8)Federer,6-3 6-2 6-4,,0.7,43.00%,33.80%,1.30%,31.30%,37.50%,2/7,1:35
Federer,14‑Jan‑2002,Australian Open,Hard,R16,12,9,(7)Tommy Haas [GER] d. (11)Federer,7-6(3) 4-6 3-6 6-4 8-6,(ch),0.95,49.30%,33.10%,6.40%,26.70%,40.20%,4/10,3:35
Federer,14‑Jan‑2002,Australian Open,Hard,R32,12,41,(11)Federer d. Rainer Schuettler [GER],7-6(6) 7-6(5) 6-4,,1.3,53.30%,38.30%,2.50%,29.00%,51.00%,3/7,2:17
Federer,14‑Jan‑2002,Australian Open,Hard,R64,12,93,(11)Federer d. Attila Savolt [HUN],6-2 7-5 6-4,,1.63,56.60%,43.60%,7.30%,24.20%,68.80%,5/13,2:04
Federer,14‑Jan‑2002,Australian Open,Hard,R128,12,94,(11)Federer d. Michael Chang [USA],6-4 6-4 6-3,,1.46,55.80%,44.20%,1.90%,34.50%,56.50%,5/12,2:06
Federer,27‑Aug‑2001,US Open,Hard,R16,13,2,(2)Andre Agassi [USA] d. (13)Federer,6-1 6-2 6-4,(ch),0.63,39.60%,28.70%,7.50%,28.30%,29.60%,0/9,1:23
Federer,27‑Aug‑2001,US Open,Hard,R32,13,24,(13)Federer d. (24)Sjeng Schalken [NED],6-4 7-5 7-6(3),,1.56,56.20%,41.80%,3.60%,33.80%,54.80%,4/6,1:58
Federer,27‑Aug‑2001,US Open,Hard,R64,13,327,(13)Federer d. (WC)Robby Ginepri [USA],6-2 7-5 6-1,(ch),1.7,59.30%,47.20%,1.10%,37.00%,58.10%,6/10,1:25
Federer,27‑Aug‑2001,US Open,Hard,R128,13,72,(13)Federer d. Lars Burgsmuller [GER],6-4 6-4 6-4,,1.09,52.70%,36.60%,2.20%,33.30%,40.00%,3/10,2:03
Federer,25‑Jun‑2001,Wimbledon,Grass,QF,15,11,(6)Tim Henman [GBR] d. (15)Federer,7-5 7-6(6) 2-6 7-6(6),(ch),0.95,49.70%,32.90%,5.00%,22.50%,51.00%,4/12,3:13
Federer,25‑Jun‑2001,Wimbledon,Grass,R16,15,6,(15)Federer d. (1)Pete Sampras [USA],7-6(7) 5-7 6-4 6-7(2) 7-5,(ch),1.12,51.40%,32.80%,13.80%,23.50%,54.40%,3/14,3:41
Federer,25‑Jun‑2001,Wimbledon,Grass,R32,15,41,(15)Federer d. (33)Jonas Bjorkman [SWE],7-6(4) 6-3 7-6(2),,1.16,52.90%,38.40%,5.60%,29.40%,57.50%,2/8,2:21
Federer,25‑Jun‑2001,Wimbledon,Grass,R64,15,53,(15)Federer d. Xavier Malisse [BEL],6-3 7-5 3-6 4-6 6-3,,0.76,48.30%,28.70%,6.60%,24.10%,37.20%,5/8,2:29
Federer,25‑Jun‑2001,Wimbledon,Grass,R128,15,83,(15)Federer d. Christophe Rochus [BEL],6-2 6-3 6-2,,2.32,63.50%,50.00%,0.00%,45.70%,54.10%,6/8,1:06
Federer,28‑May‑2001,Roland Garros,Clay,QF,18,13,(13)Alex Corretja [ESP] d. Federer,7-5 6-4 7-5,(ch),0.94,48.10%,42.50%,0.80%,39.00%,48.90%,4/16,2:41
Federer,28‑May‑2001,Roland Garros,Clay,R16,18,59,Federer d. Wayne Arthurs [AUS],3-6 6-3 6-4 6-2,(ch),1.44,54.50%,43.50%,8.20%,28.40%,58.90%,5/24,2:27
Federer,28‑May‑2001,Roland Garros,Clay,R32,18,89,Federer d. David Sanchez [ESP],6-4 6-3 1-6 6-3,,1.11,52.00%,41.70%,1.70%,41.40%,42.20%,5/15,2:19
Federer,28‑May‑2001,Roland Garros,Clay,R64,18,115,Federer d. Sargis Sargsian [ARM],4-6 3-6 6-2 6-4 9-7,,1.17,51.60%,37.30%,1.20%,35.60%,40.00%,5/10,3:17
Federer,28‑May‑2001,Roland Garros,Clay,R128,18,239,Federer d. (Q)Stefano Galvani [ITA],6-3 6-3 6-3,,1.52,57.90%,50.50%,0.00%,43.20%,56.40%,7/20,1:44
Federer,15‑Jan‑2001,Australian Open,Hard,R32,29,18,(15)Arnaud Clement [FRA] d. Federer,7-6(5) 6-4 6-4,,0.74,45.20%,32.70%,3.00%,27.90%,40.00%,3/8,2:08
Federer,15‑Jan‑2001,Australian Open,Hard,R64,29,46,Federer d. Nicolas Escude [FRA],6-1 6-4 6-4,,1.19,54.90%,41.30%,0.00%,42.60%,39.40%,5/7,1:45
Federer,15‑Jan‑2001,Australian Open,Hard,R128,29,61,Federer d. Arnaud Di Pasquale [FRA],6-4 4-6 6-1 7-5,,1.19,53.30%,42.70%,0.80%,38.50%,50.00%,6/10,2:12
Federer,28‑Aug‑2000,US Open,Hard,R32,40,12,(12)Juan Carlos Ferrero [ESP] d. Federer,7-5 7-6(6) 1-6 7-6(6),(ch),1.19,52.40%,39.70%,2.60%,32.10%,48.60%,6/9,2:53
Federer,28‑Aug‑2000,US Open,Hard,R64,40,307,Federer d. Daniel Nestor [CAN],6-1 7-6(5) 6-1,(ch),1.77,60.60%,44.20%,9.10%,38.90%,56.50%,4/8,1:32
